"Property Address","Mailing City","Mailing State","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"511 WEST MAIN STREET",STAMFORD,CT,41.048689,-73.559442,1,rooftop,"511 W Main St",,"Stamford, CT 06902",511,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6pus5luwu5wvy9,building_centroid
"15 CLARK STREET",STAMFORD,CT,41.052621,-73.540999,1,rooftop,"15 Clark St",,"Stamford, CT 06901",15,"Clark St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usny6xydwpfgjd8eurr72eeuttkp9,building_centroid
"217 ATLANTIC STREET ",STAMFORD,CT,41.052277,-73.53963,1,rooftop,"217 Atlantic St",,"Stamford, CT 06901",217,"Atlantic St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usn4g7f8x5yzp7udepwgmyt78lc39,building_centroid
"29 BANK STREET",STAMFORD,CT,41.052781,-73.540228,1,rooftop,"29 Bank St",,"Stamford, CT 06901",29,"Bank St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usn2dmhcc23f6fc7s4j49wubgj4ba,building_centroid
"300 SEASIDE AVENUE",STAMFORD,CT,41.04918,-73.508874,1,rooftop,"300 Seaside Ave",,"Stamford, CT 06902",300,"Seaside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnycqcgtwkxlajb476sqtlu2g4jg,building_centroid
"300 SEASIDE AVENUE",STAMFORD,CT,41.04918,-73.508874,1,rooftop,"300 Seaside Ave",,"Stamford, CT 06902",300,"Seaside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnycqcgtwkxlajb476sqtlu2g4jg,building_centroid
"97 VIRGIL STREET",STAMFORD,CT,41.051571,-73.554975,1,rooftop,"97 Virgil St",,"Stamford, CT 06902",97,"Virgil St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnukjbbw2xphab89bamzqls7v8pg,building_centroid
"97 VIRGIL STREET",STAMFORD,CT,41.051571,-73.554975,1,rooftop,"97 Virgil St",,"Stamford, CT 06902",97,"Virgil St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnukjbbw2xphab89bamzqls7v8pg,building_centroid
"97 VIRGIL STREET",STAMFORD,CT,41.051571,-73.554975,1,rooftop,"97 Virgil St",,"Stamford, CT 06902",97,"Virgil St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnukjbbw2xphab89bamzqls7v8pg,building_centroid
"33 VIRGIL STREET",STAMFORD,CT,41.04945,-73.555233,1,rooftop,"33 Virgil St",,"Stamford, CT 06902",33,"Virgil St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnukjbbw2xphab85mbxdlqvvbeqd,building_centroid
"71 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063039,-73.532284,1,rooftop,"71 Strawberry Hill Ave",,"Stamford, CT 06902",71,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et9f3pj5evhdfa,building_centroid
"71 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063039,-73.532284,1,rooftop,"71 Strawberry Hill Ave",,"Stamford, CT 06902",71,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et9f3pj5evhdfa,building_centroid
"28 THREE LAKES DRIVE",STAMFORD,CT,41.085943,-73.556192,1,rooftop,"28 3 Lakes Dr",,"Stamford, CT 06902",28,"3 Lakes Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnp87rqwnnkrmv6f925l6px25wv9,building_centroid
"15 VICTORY STREET",STAMFORD,CT,41.047619,-73.555463,1,rooftop,"15 Victory St",,"Stamford, CT 06902",15,"Victory St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnd6tzvz2wl7begnp7fcthqc55ha,building_centroid
"15 VICTORY STREET",STAMFORD,CT,41.047619,-73.555463,1,rooftop,"15 Victory St",,"Stamford, CT 06902",15,"Victory St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnd6tzvz2wl7begnp7fcthqc55ha,building_centroid
"73 LIBERTY STREET",STAMFORD,CT,41.050604,-73.553812,1,rooftop,"73 Liberty St",,"Stamford, CT 06902",73,"Liberty St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnvsrtqmrdp5mkcaqktzx8t9vd55,building_centroid
"50 GLENBROOK ROAD",STAMFORD,CT,41.057061,-73.529367,1,rooftop,"50 Glenbrook Rd",,"Stamford, CT 06902",50,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lverclbeuwucn79e,building_centroid
"235 COVE ROAD",STAMFORD,CT,41.049314,-73.520048,1,rooftop,"235 Cove Rd",,"Stamford, CT 06902",235,"Cove Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnj2vkuspefctvezbsuat3p3ahhf,building_centroid
"69 COVE ROAD",STAMFORD,CT,41.048535,-73.523063,1,rooftop,"69 Cove Rd",,"Stamford, CT 06902",69,"Cove Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnj2vkuspefctvelkd3hzh3hg8e7,building_centroid
"579 ERSKINE ROAD ",STAMFORD,CT,41.135977,-73.605171,1,rooftop,"579 Erskine Rd",,"Stamford, CT 06903",579,"Erskine Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usn5zgcwq9swfahhyfn8ssra38yq3,building_centroid
"386 WESTOVER ROAD",STAMFORD,CT,41.069064,-73.571736,1,rooftop,"386 Westover Rd",,"Stamford, CT 06902",386,"Westover Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn9a9yysvymsvl55njf5w2w8j8xe,building_centroid
"23 HOYT STREET",STAMFORD,CT,41.060459,-73.53968,1,rooftop,"23 Hoyt St",,"Stamford, CT 06905",23,"Hoyt St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnewunawf6335f225c9zkvzjcwlf,building_centroid
"0 BARN HILL ROAD",STAMFORD,CT,41.095884,-73.562452,0.93,street_center,"Barnes Rd",,"Stamford, CT 06902",,"Barnes Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usss2ewrdcbhbmxe,
"59 ROCK SPRING ROAD",STAMFORD,CT,41.066397,-73.530281,1,rooftop,"59 Rock Spring Rd",,"Stamford, CT 06906",59,"Rock Spring Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbwrg3jsgljk7fvzc84a85s57fd,building_centroid
"257 GUINEA ROAD",STAMFORD,CT,41.098242,-73.595247,1,rooftop,"257 Guinea Rd",,"Stamford, CT 06903",257,"Guinea Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnlzbhrkg44h62dmateerdabs3mf,building_centroid
"1868 NEWFIELD AVENUE",STAMFORD,CT,41.122209,-73.5351,1,rooftop,"1868 Newfield Ave",,"Stamford, CT 06903",1868,"Newfield Ave",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnhkvma5wck8jy95jep3f7hc9pwh,building_centroid
"186 WEST MAIN STREET",STAMFORD,CT,41.050114,-73.547574,1,rooftop,"186 W Main St",,"Stamford, CT 06902",186,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6cardce57l67va,building_centroid
"190 WEST MAIN STREET",STAMFORD,CT,41.050076,-73.547708,1,rooftop,"190 W Main St",,"Stamford, CT 06902",190,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq62fchkqkw2hba3,building_centroid
"16 EAST AVENUE",STAMFORD,CT,41.046412,-73.519426,1,rooftop,"16 East Ave",,"Stamford, CT 06902",16,"East Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usns76h8dsx3bc5eb6g3c4uhjcfee,building_centroid
"75 VIRGIL STREET",STAMFORD,CT,41.050838,-73.555274,1,rooftop,"75 Virgil St",,"Stamford, CT 06902",75,"Virgil St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnukjbbw2xphab8wtgjswv4s92b4,building_centroid
"34 WRIGHT STREET",STAMFORD,CT,41.054679,-73.549885,1,rooftop,"34 Wright St",,"Stamford, CT 06902",34,"Wright St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnb7q5ftzjx5utfgnxma36p3pe86,building_centroid
"112 LAWN AVENUE",STAMFORD,CT,41.05996,-73.51842,1,rooftop,"112 Lawn Ave",,"Stamford, CT 06902",112,"Lawn Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ymee33fq6thdd63yub8ep5s9h,building_centroid
"10 HOLLYWOOD COURT",STAMFORD,CT,41.058472,-73.545707,1,rooftop,"10 Hollywood Ct",,"Stamford, CT 06902",10,"Hollywood Ct",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnadfucdnwvcsh6xls9bx8q7lhdg,building_centroid
"258 EAST MIDDLE PATENT ROAD",STAMFORD,CT,41.143199,-73.62612,0.84,rooftop,"258 E Middle Patent Rd",,"Greenwich, CT 06831",258,"E Middle Patent Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usn2jxtuw6a7fz5drx8dbctnw8jtf,building_centroid
"386 TACONIC ROAD",STAMFORD,CT,41.131281,-73.620885,0.84,rooftop,"386 Taconic Rd",,"Greenwich, CT 06831",386,"Taconic Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usnlqs9r3h2aaar8lh2vqhmve9xgd,building_centroid
"101 COLONIAL ROAD",STAMFORD,CT,41.070497,-73.529613,1,rooftop,"101 Colonial Rd",,"Stamford, CT 06906",101,"Colonial Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usn8bhnwwt3w4a5htkbmnlhmhk9uf,building_centroid
"71 SUNNYSIDE AVENUE ",STAMFORD,CT,41.037893,-73.548283,1,rooftop,"71 Sunnyside Ave",,"Stamford, CT 06902",71,"Sunnyside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usncgm45tv4xk8a47as3jluzqs2bc,building_centroid
"69 SUNNYSIDE AVENUE",STAMFORD,CT,41.037893,-73.548584,1,rooftop,"69 Sunnyside Ave",,"Stamford, CT 06902",69,"Sunnyside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"Connecticut Geospatial Information Systems Council",gcod_usncgm45tv4xk8a4fcznfzd9yf27b,parcel_centroid
"1259 EAST MAIN STREET ",STAMFORD,CT,41.059648,-73.509258,1,rooftop,"1259 E Main St",,"Stamford, CT 06902",1259,"E Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntvhz3k7qw38eh6lc8sslc4ruag,building_centroid
"0 THORNRIDGE DRIVE ",STAMFORD,CT,41.120065,-73.524146,1,street_center,"Thornridge Dr",,"Stamford, CT 06903",,"Thornridge Dr",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usspsteq68n8lcjh,
"0 THORNRIDGE DRIVE",STAMFORD,CT,41.120065,-73.524146,1,street_center,"Thornridge Dr",,"Stamford, CT 06903",,"Thornridge Dr",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usspsteq68n8lcjh,
"35 WARREN STREET",STAMFORD,CT,41.051426,-73.524949,1,rooftop,"35 Warren St",,"Stamford, CT 06902",35,"Warren St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usns8jum35rfdwdaanpu3vpunde4e,building_centroid
"680 EAST MAIN STREET ",STAMFORD,CT,41.054616,-73.531444,1,range_interpolation,"680 E Main St",,"Stamford, CT 06902",680,"E Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® from the US Census Bureau",gcod_usntvhz3k7qw38eh5e2vqm46l8v74,
"700 SUMMER STREET",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"700 SUMMER STREET",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"700 SUMMER STREET",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"700 SUMMER STREET",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"700 SUMMER STREET",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"700 SUMMER STREET ",STAMFORD,CT,41.057961,-73.540662,1,rooftop,"700 Summer St",,"Stamford, CT 06901",700,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5a43sgc4hhrgnv2,building_centroid
"99 LEDGE LANE ",STAMFORD,CT,41.081967,-73.527819,1,rooftop,"99 Ledge Ln",,"Stamford, CT 06905",99,"Ledge Ln",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn3rqawngbymfk82au7a223mursh,building_centroid
"2289 BEDFORD STREET",STAMFORD,CT,41.069671,-73.543516,1,rooftop,"2289 Bedford St",,"Stamford, CT 06905",2289,"Bedford St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxgapvae5gwy5d45b5cal8djn84,building_centroid
"2289 BEDFORD STREET",STAMFORD,CT,41.069671,-73.543516,1,rooftop,"2289 Bedford St",,"Stamford, CT 06905",2289,"Bedford St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxgapvae5gwy5d45b5cal8djn84,building_centroid
"2289 BEDFORD STREET",STAMFORD,CT,41.069671,-73.543516,1,rooftop,"2289 Bedford St",,"Stamford, CT 06905",2289,"Bedford St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxgapvae5gwy5d45b5cal8djn84,building_centroid
"0 HARBOR DRIVE",STAMFORD,CT,41.034582,-73.533653,1,street_center,"Harbor Dr",,"Stamford, CT 06902",,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussf6peeepruj8ub,
"0 HARBOR DRIVE",STAMFORD,CT,41.034582,-73.533653,1,street_center,"Harbor Dr",,"Stamford, CT 06902",,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussf6peeepruj8ub,
"0 HARBOR DRIVE",STAMFORD,CT,41.034582,-73.533653,1,street_center,"Harbor Dr",,"Stamford, CT 06902",,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussf6peeepruj8ub,
"0 HARBOR DRIVE",STAMFORD,CT,41.034582,-73.533653,1,street_center,"Harbor Dr",,"Stamford, CT 06902",,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussf6peeepruj8ub,
"0 HARBOR DRIVE ",STAMFORD,CT,41.034582,-73.533653,1,street_center,"Harbor Dr",,"Stamford, CT 06902",,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussf6peeepruj8ub,
"140 GROVE STREET",STAMFORD,CT,41.058766,-73.534164,1,rooftop,"140 Grove St",,"Stamford, CT 06901",140,"Grove St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnyw6nvzwp3dqcbanzt6ejjxqzr3,building_centroid
"1633 WASHINGTON BOULEVARD",STAMFORD,CT,41.06205,-73.543593,1,rooftop,"1633 Washington Blvd",,"Stamford, CT 06902",1633,"Washington Blvd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnvx9p5dgsssqta8sf2su4gemrha,building_centroid
"186 STILLWATER AVENUE",STAMFORD,CT,41.052135,-73.553656,1,rooftop,"186 Stillwater Ave",,"Stamford, CT 06902",186,"Stillwater Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnwvfy7hdgm5xe7qvsjls7vkjngd,building_centroid
"27 NORTHILL STREET",STAMFORD,CT,41.09376,-73.519366,1,rooftop,"27 Northill St",,"Stamford, CT 06907",27,"Northill St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usncpax4l9ezh5c7umt4ytcbypd76,building_centroid
"27 NORTHILL STREET",STAMFORD,CT,41.09376,-73.519366,1,rooftop,"27 Northill St",,"Stamford, CT 06907",27,"Northill St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usncpax4l9ezh5c7umt4ytcbypd76,building_centroid
"27 NORTHILL STREET",STAMFORD,CT,41.09376,-73.519366,1,rooftop,"27 Northill St",,"Stamford, CT 06907",27,"Northill St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usncpax4l9ezh5c7umt4ytcbypd76,building_centroid
"27 NORTHILL STREET",STAMFORD,CT,41.09376,-73.519366,1,rooftop,"27 Northill St",,"Stamford, CT 06907",27,"Northill St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usncpax4l9ezh5c7umt4ytcbypd76,building_centroid
"27 NORTHILL STREET",STAMFORD,CT,41.09376,-73.519366,1,rooftop,"27 Northill St",,"Stamford, CT 06907",27,"Northill St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usncpax4l9ezh5c7umt4ytcbypd76,building_centroid
"2 PHILLIPS PLACE",STAMFORD,CT,41.074246,-73.515274,0.96,range_interpolation,"2 Phillips Pl",,"Darien, CT 06820",2,"Phillips Pl",,,Darien,CT,"Western Connecticut Planning Region",06820,US,"TIGER/Line® from the US Census Bureau",gcod_usny2tmxpd2rfqc5je4q8uzed42wh,
"11 PHILLIPS PLACE ",STAMFORD,CT,41.074442,-73.515347,0.96,range_interpolation,"11 Phillips Pl",,"Darien, CT 06820",11,"Phillips Pl",,,Darien,CT,"Western Connecticut Planning Region",06820,US,"TIGER/Line® from the US Census Bureau",gcod_usny2tmxpd2rfqc56f5ezkcl97nue,
"10 FOREST LAWN AVENUE",STAMFORD,CT,41.068828,-73.549373,1,rooftop,"10 Forest Lawn Ave",,"Stamford, CT 06905",10,"Forest Lawn Ave",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn57kjl6vleedl4xrrg7kn36ynhg,building_centroid
"76 ROCK SPRING ROAD",STAMFORD,CT,41.067486,-73.530188,1,rooftop,"76 Rock Spring Rd",,"Stamford, CT 06906",76,"Rock Spring Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbwrg3jsgljk7fhczawplzg97uc,building_centroid
"92 NORTH STREET",STAMFORD,CT,41.058922,-73.542641,1,rooftop,"92 North St",,"Stamford, CT 06902",92,"North St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnbsvcnnmtgsabggq4sjlf5knz48,building_centroid
"40 SQUARE ACRE DRIVE",STAMFORD,CT,41.108035,-73.548405,1,rooftop,"40 Square Acre Dr",,"Stamford, CT 06905",40,"Square Acre Dr",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnvst4sf3m6mhfbupe5cxle97e7d,building_centroid
"71 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063039,-73.532284,1,rooftop,"71 Strawberry Hill Ave",,"Stamford, CT 06902",71,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et9f3pj5evhdfa,building_centroid
"71 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063039,-73.532284,1,rooftop,"71 Strawberry Hill Ave",,"Stamford, CT 06902",71,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et9f3pj5evhdfa,building_centroid
"71 STRAWBERRY HILL AVENUE",STAMFORD,CT,41.063039,-73.532284,1,rooftop,"71 Strawberry Hill Ave",,"Stamford, CT 06902",71,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247et9f3pj5evhdfa,building_centroid
"230 BELLTOWN ROAD",STAMFORD,CT,41.082707,-73.531904,1,rooftop,"230 Belltown Rd",,"Stamford, CT 06905",230,"Belltown Rd",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxuvbnflhwv3x3rdeknjdyek8zf,building_centroid
"65 GLENBROOK ROAD",STAMFORD,CT,41.057482,-73.52825,1,rooftop,"65 Glenbrook Rd",,"Stamford, CT 06902",65,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lvesq7mjyr6casud,building_centroid
"49 WEED HILL AVENUE",STAMFORD,CT,41.098031,-73.522515,1,rooftop,"49 Weed Hill Ave",,"Stamford, CT 06907",49,"Weed Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnrza6pq4gc3yv997mxz8v6pgn62,building_centroid
"38 MEAD STREET",STAMFORD,CT,41.099467,-73.515466,1,rooftop,"38 Mead St",,"Stamford, CT 06907",38,"Mead St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn4xpkawcvkm587h5fa5frdbzaqg,building_centroid
"125 STRAWBERRY HILL AVENUE ",STAMFORD,CT,41.064494,-73.532638,1,rooftop,"125 Strawberry Hill Ave",,"Stamford, CT 06902",125,"Strawberry Hill Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnte84mnkbs247eaqemc9wuasanf,building_centroid
"39 GOODWIN STREET",STAMFORD,CT,41.069368,-73.522021,1,rooftop,"39 Goodwin St",,"Stamford, CT 06906",39,"Goodwin St",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnp8q7tl3p2pkk5gxvhbevahcgn5,building_centroid
"757 NEWFIELD AVENUE",STAMFORD,CT,41.085855,-73.534137,1,rooftop,"757 Newfield Ave",,"Stamford, CT 06905",757,"Newfield Ave",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn7d5zadgl74sw3h7sna7jzsxzbg,building_centroid
"18 CUSHING STREET",STAMFORD,CT,41.093231,-73.516922,1,rooftop,"18 Cushing St",,"Stamford, CT 06907",18,"Cushing St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnb29rxxz65r7w286jy99uygttpd,building_centroid
"99 PROSPECT STREET",STAMFORD,CT,41.058872,-73.535271,1,rooftop,"99 Prospect St",,"Stamford, CT 06901",99,"Prospect St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnkqypk4mt5wepaqst2zqg2u4yw4,building_centroid
